Symbol,1W Change %,1M Change %,3M Change %,6M Change %,1Y Change %,5Y Change %,Name,Category
PSLIX,0.51,15.97,-6.46,-5.94,0.61,75.11,Principal SmallCap Inst,MF Gainers
PSPJX,1.29,15.61,-2.78,1.22,13.4,115.82,Principal Large Cap S&P 500 Index J,MF Gainers
0P0001QEK2,,1.09,10.73,15.06,12.46,24.03,Coeli Energy Opportunities I USD,MF Gainers
HCPIX,1.3,0.11,-14.19,-9.94,-15.47,32.97,ProFunds UltraSector Health Care Inv,MF Gainers
HCPSX,1.29,0.03,-14.39,-10.37,-16.3,26.55,ProFunds UltraSector Health Care Svc,MF Gainers
FSHCX,2.4,-2.55,-7.79,-6.55,-9.14,28.91,Fidelity Select Health Care Svcs Port,MF Gainers
0P0000ZND1,2.12,5.67,0.97,1.39,11.2,19.62,TD US Low Volatility Ser F,MF Gainers
0P0000ZNCZ,2.09,5.53,0.65,1.9,10.68,36.51,TD US Low Volatility Advisor Series,MF Gainers
0P0001HN8S,2.07,5.65,1.12,1.31,11.29,37.22,TD US Low Volatility Ser Private,MF Gainers
0P0000ZND0,2.08,5.49,0.63,1.84,10.63,35.87,TD US Low Volatility Investor Series,MF Gainers
0P0001UN0T,,6.84,4.6,4.6,4.6,4.6,--,MF Gainers
0P0001QSWI,,7.51,6.3,3.47,4.48,6.53,Signet Global Leaders Fund,MF Gainers
0P0001E4ZM,1.11,1.03,-10.59,-9.15,-10.77,3.27,--,MF Gainers
0P0000A30E,1.1,0.94,-10.87,-9.73,-11.93,10.72,TD Health Sciences - I,MF Gainers
0P00014ZDM,,7.25,0.82,1.35,6.17,17.55,SC Balanced S,MF Gainers
0P00014ZDK,,7.24,0.79,1.26,6.03,16.73,SC Balanced D,MF Gainers
0P00014ZDJ,,7.23,0.76,1.19,5.87,16.17,SC Balanced B,MF Gainers
0P00014ZDL,,7.2,0.65,0.95,5.36,14.33,SC Balanced I,MF Gainers
0P0001M2FP,-1.65,-1.38,-19.42,-23.86,-42.14,-53.82,Galileo - Biotech Innovation Fund BC USD,MF Gainers
ADNPX,1.69,31.1,-10.98,4.48,28.09,-2.26,American Beacon ARK Transfmt Innov Inv,MF Gainers
ADNCX,1.64,31.02,-11.14,4.05,27.11,-6.13,American Beacon ARK Transfmt Innov C,MF Gainers
0P00016N7D,1.1,0.95,-10.62,-9.27,-11.03,16.36,TD Health Sciences - D,MF Gainers
ADNRX,1.71,31.1,-10.93,4.63,28.48,-37.57,American Beacon ARK Transfmt Innov R6,MF Gainers
0P0001M2FQ,-1.65,-1.45,-19.65,-24.33,-42.85,-46.62,Galileo - Biotech Innovation Fund IM USD,MF Gainers
ADNIX,1.71,31.13,-10.91,4.62,28.51,-0.63,American Beacon ARK Transfmt Innov R5,MF Gainers
0P0001P6NR,-1.66,-1.49,-19.71,-24.45,-36.7,-36.7,--,MF Gainers
BIPSX,2.78,6.25,-23.24,-26.31,-27.89,-7.43,ProFunds Biotechnology UltraSector Fund,MF Gainers
ADNYX,1.66,31.14,-10.94,4.59,28.4,-1.08,American Beacon ARK Transfmt Innov Y,MF Gainers
ADNAX,1.63,31.01,-11.02,4.42,28.0,-2.51,American Beacon ARK Transfmt Innov A,MF Gainers
BIPIX,2.75,6.27,-23.08,-25.55,-26.78,-2.13,ProFunds Biotechnology UltraSector Fund,MF Gainers
0P0001K6O1,2.05,6.29,-4.08,-7.95,-7.05,33.31,Wiederkehr Associates Funds - US Equity Fund,MF Gainers
0P0001K6O0,2.04,6.22,-5.1,-9.1,-8.35,27.51,Wiederkehr Associates Funds - US Equity Fund,MF Gainers
0P0000YW4P,1.64,5.39,0.46,-3.36,3.1,9.27,Russell Inv Global Real Estate Pool Sr F,MF Gainers
PRIAX,0.42,11.99,4.47,9.37,8.18,47.16,Principal Glb Emerging Markets A,MF Gainers
0P0000YW4O,1.63,5.31,0.18,-3.88,2.01,-0.2,Russell Inv Global Real Estate Pool Sr B,MF Gainers
ALMCX,1.91,18.7,-5.46,-7.49,3.28,11.4,Alger Weatherbie Specialized Growth C,MF Gainers
PVMIX,1.03,11.39,-2.36,-2.13,4.84,109.63,Principal MidCap Value I Inst,MF Gainers
PQIAX,1.57,11.82,-2.35,-0.59,9.72,89.05,Principal Equity Income A,MF Gainers
ALMAX,1.96,18.65,-5.32,-7.15,4.01,15.48,Alger Weatherbie Specialized Growth A,MF Gainers
ASIMX,1.97,18.62,-5.35,-7.12,4.11,15.37,Alger Weatherbie Specialized Growth I,MF Gainers
ASYMX,1.9,18.65,-5.24,-6.95,4.42,17.68,Alger Weatherbie Specialized Growth Y,MF Gainers
ASMZX,1.91,18.71,-5.26,-6.98,4.35,17.4,Alger Weatherbie Specialized Growth Z,MF Gainers
BGALX,0.0,6.94,-11.48,-6.69,-2.34,13.3,Baillie Gifford Global Alpha Equities Fund,MF Gainers
0P0001KYH4,-0.83,-10.49,15.15,13.58,-4.71,-3.5,Fidelity Global Value Long/Short O,MF Gainers
0P0001KYHA,-0.84,-11.1,12.74,8.12,-13.84,-30.61,Fidelity Global Value Long/Short F8,MF Gainers
0P0001KYH3,-0.84,-10.58,14.75,12.76,-6.09,-20.64,Fidelity Global Value Long/Short F,MF Gainers
0P0001KYH9,-0.84,-10.88,13.51,9.9,-10.94,-26.94,Fidelity Global Value Long/Short F5,MF Gainers
0P0001KYH5,-0.84,-10.65,14.44,12.12,-7.16,-11.49,Fidelity Global Value Long/Short B,MF Gainers
0P0001KYH8,-0.84,-10.97,13.16,9.22,-12.02,-29.52,Fidelity Global Value Long/Short S5,MF Gainers
0P0001KYH7,-0.84,-11.16,12.47,7.55,-14.79,-39.04,Fidelity Global Value Long/Short S8,MF Gainers
0P0001614Y,0.8,-0.58,-9.42,-4.76,-5.63,12.88,Onelife Fund USD,MF Gainers
0P0001HT9P,0.79,-0.61,-9.53,-4.99,-6.09,11.09,Onelife Fund USD B,MF Gainers
PPLIX,0.91,12.41,-0.39,2.98,8.79,78.98,Principal LifeTime 2050 Institutional,MF Gainers
0P0001F4FX,2.32,3.07,-9.07,-8.86,0.38,21.17,BMO SIA Focused North American Eq F,MF Gainers
0P0001F4FY,2.32,3.0,-9.29,-10.75,-2.22,33.38,BMO SIA Focused North American Eq Adv,MF Gainers
0P0001O1R9,,6.76,5.64,3.39,4.88,9.61,Signet Global Leaders B USD Acc,MF Gainers
VYSCX,,,,,,,Voya Small Company P3,MF Gainers
0P0001P72K,1.66,0.54,-13.96,-6.71,0.76,30.58,GQG Partners US Quality Equity I,MF Gainers
0P0001P72I,1.65,0.41,-14.37,-7.63,-1.22,24.17,GQG Partners US Quality Equity A,MF Gainers
0P00001U90,,7.67,0.92,5.6,2.29,0.37,Atlantas SICAV Far East,MF Gainers
0P000198KS,3.1,3.89,15.4,-3.27,1.98,163.06,Aditya BSL India Qul Adv D$Acc,MF Gainers
0P0001OUSR,3.09,3.87,15.36,-3.33,1.65,12.97,Aditya BSL India Quality Advant,MF Gainers
0P0001BRS2,3.09,3.83,15.19,-3.63,1.23,152.98,Aditya BSL India Qul Adv A$Acc,MF Gainers
0P0001OTZD,3.08,3.78,14.99,-3.99,0.52,43.14,Aditya BSL India Qul Adv B$Acc,MF Gainers
0P0000YW4M,2.18,5.27,6.07,3.49,9.48,19.84,Russell Inv Global Infrastructure Pool F,MF Gainers
0P0000YW4L,2.17,5.2,5.8,4.42,9.82,29.74,Russell Inv Global Infrastructure Pool B,MF Gainers
UMPIX,1.88,31.74,-10.77,-12.59,-4.51,154.05,ProFunds UltraMid Cap Fund,MF Gainers
UMPSX,1.87,31.63,-11.0,-13.05,-5.46,141.82,ProFunds UltraMid Cap Fund,MF Gainers
0P000132RI,1.37,9.31,-6.07,-6.99,1.61,52.87,TD US Shareholder Yield - I,MF Gainers
0P000132RM,1.44,9.45,-5.83,-6.13,2.62,18.67,TD US Shareholder Yield - F,MF Gainers
0P0001HD1K,2.17,1.26,10.26,6.55,10.89,39.61,Renaissance Global Infrastructure Cl O,MF Gainers
0P000132RJ,1.41,9.32,-5.89,-6.42,2.3,54.43,TD US Shareholder Yield - A,MF Gainers
0P0000ZWFS,2.16,1.18,10.31,7.35,11.73,17.23,--,MF Gainers
0P0000ZWFR,2.15,1.1,10.38,6.79,11.36,39.97,Renaissance Global Infrastructure,MF Gainers
HGHCX,0.97,1.07,-11.06,-9.06,-13.29,8.88,Hartford Healthcare C,MF Gainers
HBGHX,0.98,1.13,-10.79,-8.47,-12.39,12.79,Hartford Healthcare HLS IB,MF Gainers
HGHYX,0.98,1.15,-10.83,-8.55,-12.37,14.63,Hartford Healthcare Y,MF Gainers
MASFX,-48.49,-48.35,-49.11,-48.26,-46.87,-38.23,iMGP Alternative Strategies Fund,MF Losers
WAGTX,0.0,0.0,-17.16,-12.24,-9.86,-9.39,ALPS Series Trust - Seven Canyons World Innovators Fund,MF Losers
WIGTX,0.0,0.0,-17.12,-12.21,-9.76,-8.69,ALPS Series Trust - Seven Canyons World Innovators Fund,MF Losers
WASIX,0.0,0.0,-13.29,-10.06,-6.32,45.05,ALPS Series Trust - Seven Canyons Strategic Global Fund,MF Losers
JSFRX,0.0,0.0,-27.25,-24.27,-23.47,-1.55,John Hancock Investment Trust - John Hancock Seaport Long/Short Fund,MF Losers
JSFBX,0.0,0.0,-28.23,-25.37,-24.74,-4.77,John Hancock Investment Trust - John Hancock Seaport Long/Short Fund,MF Losers
JSFTX,0.0,0.0,-29.63,-26.98,-26.58,-9.7,John Hancock Investment Trust - John Hancock Seaport Long/Short Fund,MF Losers
0P00011WBK,,-0.94,5.51,11.63,16.71,57.6,Kieger Fd I Global Commodities AP1 USD,MF Losers
JSFDX,0.0,0.0,-27.47,-24.53,-23.78,-2.38,John Hancock Investment Trust - John Hancock Seaport Long/Short Fund,MF Losers
TGJNX,0.0,0.0,0.0,0.0,0.0,67.61,"TCW Funds, Inc. - TCW Artificial Intelligence Equity Fund",MF Losers
BGAEX,0.0,0.0,0.0,0.0,0.0,39.54,Baillie Gifford Global Alpha Equities Fund,MF Losers
0P0001T9Z1,-3.66,51.41,-6.7,-21.5,-31.99,-31.99,CSOP Ether ETF Unlisted Share C,MF Losers
0P00011WC1,,-0.78,6.77,3.33,5.95,7.13,Kieger Fd I Global Real Assets AP1 USD,MF Losers
BGPTX,0.0,0.0,-13.14,-7.53,-13.04,4.95,Baillie Gifford Developed EAFE All Cap Fund,MF Losers
0P00018TL9,-2.71,-0.91,-3.2,0.9,-1.97,52.04,BMG Silver BullionFund Class A,MF Losers
0P00018TLA,-2.7,-0.84,-2.97,1.41,-0.96,28.19,--,MF Losers
0P00017HXX,,-0.6,-8.34,-3.07,-6.83,15.56,Kieger Fd I Healthcare Blue Chip A1 USD,MF Losers
0P00001BHA,-1.22,5.45,-0.14,-10.02,2.25,5.1,JPMorgan Thailand (acc) - USD,MF Losers
INKDX,0.0,0.0,-6.41,-3.32,6.19,29.78,Victory Pioneer Disciplined Growth R6,MF Losers
DPTRX,0.0,0.0,-7.44,-5.18,-0.76,77.44,"BNY Mellon Investment Funds IV, Inc. - BNY Mellon Concentrated Growth ETF",MF Losers
0P00016OCN,-1.79,4.46,-1.27,-11.69,-5.05,-22.93,Fidelity Thailand Y-Dis-USD,MF Losers
0P00000D6E,-1.78,4.39,-1.46,-12.09,-5.83,-24.31,Fidelity Thailand A-Dis-USD,MF Losers
0P000160QS,-1.78,4.41,-1.46,-12.08,-5.82,-23.52,Fidelity Thailand A-Acc-USD,MF Losers
0P0001U8ZQ,-2.31,3.0,13.02,10.46,10.46,10.46,--,MF Losers
0P0000NC9G,,4.97,-11.94,14.53,15.14,81.02,Chou Asia,MF Losers
0P0000NCNP,,5.0,-11.83,14.08,15.01,12.59,--,MF Losers
0P00015T0S,-2.05,4.82,-10.02,-11.21,-23.39,-12.64,White Fleet II Energy Champions A2 USD,MF Losers
0P00001NBB,-2.26,-1.63,-3.99,0.93,-4.77,-5.87,BBGI Commodities (USD),MF Losers
0P0001T7NZ,0.19,5.0,-9.38,-11.73,-18.34,-18.34,White Fleet II Energy Champions,MF Losers
0P00015T0P,-2.05,4.8,-10.03,-11.21,-23.37,-10.86,White Fleet II Energy Champions A1 USD,MF Losers
0P00015T0V,-2.04,4.85,-9.88,-10.93,-22.9,-10.85,White Fleet II Energy Champions I2 USD,MF Losers
0P0001Q6LW,-2.03,4.86,-9.87,-10.92,-22.88,-14.41,White Fleet II Energy Champions I1 USD,MF Losers
PHSBX,0.0,0.0,0.0,0.0,7.06,62.58,Putnam Global Health Care B,MF Losers
0P0001NI1H,-0.85,10.17,-2.25,9.41,7.61,-34.4,RBC China Equity A,MF Losers
0P0001PGDG,-2.25,4.85,-9.3,-13.6,-23.68,-23.68,Ninepoint Target Income Fund Se,MF Losers
0P0001NI1I,-0.85,10.23,-2.05,8.94,7.62,-33.54,RBC China Equity D,MF Losers
0P0001NI1J,-0.85,10.24,-2.0,8.76,7.57,16.29,RBC China Equity F,MF Losers
0P0001PGDH,-2.24,4.85,-9.1,-13.14,-22.89,-22.89,Ninepoint Target Income Ser F,MF Losers
0P0001NI1K,-0.84,10.31,-1.78,8.2,7.51,-33.96,RBC China Equity O,MF Losers
0P0000O32Z,-1.06,6.62,-3.63,-4.29,3.27,-6.4,Schroder China Equity Fund A Accumulation USD,MF Losers
0P0001FD9J,-1.04,6.68,-3.41,-3.81,4.34,-1.76,Schroder China Equity C Acc USD,MF Losers
FGIZX,0.0,0.0,-7.7,-4.75,5.19,119.79,Fidelity Advisor Series I - Fidelity Advisor Growth & Income Fund,MF Losers
FGITX,0.0,0.0,-7.66,-4.84,4.72,113.43,Fidelity Advisor Series I - Fidelity Advisor Growth & Income Fund,MF Losers
FGIUX,0.0,0.0,-7.8,-5.1,4.18,107.83,Fidelity Advisor Series I - Fidelity Advisor Growth & Income Fund,MF Losers
FGIOX,0.0,0.0,-7.68,-4.75,5.08,118.37,Fidelity Advisor Series I - Fidelity Advisor Growth & Income Fund,MF Losers
FGIRX,0.0,0.0,-7.7,-4.84,4.88,115.75,Fidelity Advisor Series I - Fidelity Advisor Growth & Income Fund,MF Losers
0P0001RIJ8,-2.64,-2.12,-4.29,3.8,-4.04,3.95,--,MF Losers
0P0001RMFV,-2.64,-2.12,-4.41,3.95,-3.91,0.82,TD Alternative Commodities Pool D,MF Losers
0P0001RIJ9,-2.5,-2.11,-4.14,3.93,-3.77,4.81,TD Alternative Commodities Pool Priv,MF Losers
0P0001RIR7,-2.53,-2.21,-4.62,3.45,-5.0,2.36,TD Alternative Commodities Pool Adv ISC,MF Losers
0P0001QRHK,-0.94,6.45,-6.55,-4.54,6.45,-15.8,Principal Global Investors Funds-CCB Principal China New Energy Innovation Fund,MF Losers
0P0001HSS2,-2.1,7.95,-4.77,-3.59,-13.64,346.94,Blue Quadrant USD Capital Gr A USD Acc,MF Losers
RYTPX,-2.4,-25.33,0.46,-5.35,-21.21,-81.98,Rydex Inverse S&P 500 2x Strategy H,MF Losers
RYCBX,-2.41,-25.37,0.31,-5.82,-22.05,-83.36,Rydex Inverse S&P 500 2x Strategy C,MF Losers
URPIX,-2.39,-25.28,0.75,-5.0,-21.15,-81.99,ProFunds UltraBear Fund,MF Losers
RYTMX,-2.39,-25.33,0.5,-12.04,-26.94,-83.31,Rydex Inverse S&P 500 2x Strategy A,MF Losers
0P0001LHDM,-1.36,10.54,-7.47,-8.35,-0.09,6.2,Raymond James Eagle US Small Cap Strat Z,MF Losers
0P0001HHPV,-1.34,10.47,-7.59,-8.55,-0.62,4.42,Raymond James Eagle US Small Cap Strat I,MF Losers
0P0001HHPU,-1.33,10.44,-7.73,-8.84,-1.35,1.53,Raymond James Eagle US Small Cap Strat P,MF Losers
URPSX,-2.38,-25.32,0.49,-5.47,-22.02,-82.76,ProFunds UltraBear Fund,MF Losers
0P0001QRHP,-0.36,7.1,-6.21,-4.49,6.0,-17.0,Principal Global Investors Funds-CCB Principal China New Energy Innovation Fund,MF Losers
0P0001KF6A,-1.29,10.55,-7.37,-8.16,0.28,11.59,Raymond James Eagle US Small Capital Fund,MF Losers
WIFMX,0.0,9.6,2.65,8.74,12.49,61.87,Wasatch Frontier Emerg Sm Countrs Instl,MF Losers
0P0000A2ZN,-0.68,8.27,3.34,8.78,3.0,0.81,Fidelity China Series A,MF Losers
0P0000A2ZP,-0.68,8.29,3.4,8.64,2.99,0.81,Fidelity China Series B,MF Losers
0P0000NCO9,-0.67,8.36,3.67,7.97,2.94,10.15,--,MF Losers
QGLDX,-1.96,-6.86,7.97,19.63,28.19,56.62,Gold Bullion Strategy Investor,MF Losers
QGLCX,-1.98,-6.89,7.83,19.27,27.41,52.03,Gold Bullion Strategy Advisor,MF Losers
0P0001D2GK,-0.19,8.83,2.8,2.79,5.98,-4.31,Probus Investment Fund UCITS - Asean Equity,MF Losers
0P0000PSX2,0.05,7.24,0.95,12.92,12.76,-0.43,ASPOMA China Opportunities Fund I,MF Losers
0P0000SSG5,0.06,7.18,0.74,12.43,11.77,-2.17,ASPOMA China Opportunities Fund P,MF Losers
0P0001O3TA,-1.81,-5.23,7.72,18.41,15.04,57.6,--,MF Losers
0P0001N9UY,-0.49,4.43,-2.39,-1.76,2.68,-38.7,JPMorgan China Pioneer A-Share C USD Acc,MF Losers
WAESX,-0.34,11.34,0.74,2.91,5.62,59.41,Wasatch Emerging Markets Select Investor,MF Losers
0P0001SJ0N,-2.12,-0.45,-7.07,-4.59,-12.76,-12.36,TAVIS Cap Commodity Real Return,MF Losers
0P0001ST22,-2.12,-0.49,-7.21,-4.87,-6.05,-6.05,--,MF Losers
0P00006BU3,-0.53,4.36,-2.6,-2.22,1.76,-13.51,JPMorgan China Pioneer A-Share (acc) USD,MF Losers
WAEMX,-1.09,7.09,-1.09,-4.03,-4.03,39.34,Wasatch Emerging Markets Small Cap Inv,MF Losers
PPZRX,0.0,0.0,0.0,-3.98,0.19,28.89,PIMCO Equity Series - PIMCO RealPath Blend 2025 Fund,MF Losers
WIESX,-0.38,11.38,0.77,3.06,5.87,60.86,Wasatch Emerging Markets Select Instl,MF Losers
0P0001O3TB,-1.76,-5.22,7.73,18.26,14.86,56.1,--,MF Losers
WIEMX,-0.72,7.36,-1.07,-3.96,-3.64,40.51,Wasatch Emerging Markets Small Cap Instl,MF Losers
GHACX,,2.55,-1.74,-3.52,-9.36,82.05,VanEck Global Resources Fund C,MF Losers
WAFMX,0.0,9.8,2.7,8.71,12.53,59.81,Wasatch Frontier Emerg Sm Countrs Inv,MF Losers
PPZAX,0.0,0.0,0.0,-3.92,0.07,26.24,PIMCO Equity Series - PIMCO RealPath Blend 2025 Fund,MF Losers
IEAOX,0.0,0.0,-0.08,6.92,7.93,82.35,Lazard International Equity Advtg Open,MF Losers
0P00000C23,0.62,11.44,1.37,1.6,8.11,95.73,AXA IM Global Small Cap Eq QI B,MF Top Performing
0P00000C29,1.45,7.36,4.28,3.98,6.99,93.61,AXA IMAllCntryAPExJpnSmCpEq QI B (US$),MF Top Performing
0P00000CAQ,1.55,1.05,9.29,-0.01,6.67,147.33,FSSA Indian Subcontinent I USD Acc,MF Top Performing
0P00000HSG,1.57,6.53,0.9,-2.8,7.51,29.78,Janus Henderson Glb Rl EstEqInc A2USD,MF Top Performing
0P00000HSM,1.61,6.64,1.17,-2.24,8.68,29.26,Janus Henderson Glb Rl EstEqInc I1qUSD,MF Top Performing
0P00000ICD,1.1,8.01,5.66,21.92,28.15,3.19,Jupiter China Equity Fund L USD Acc,MF Top Performing
0P00000IRU,0.39,18.42,-5.21,-1.28,11.64,95.85,Janus Henderson US Forty I2 USD,MF Top Performing
0P00000IS9,0.82,11.2,-1.05,1.45,8.07,42.39,Janus Henderson Balanced B2 USD,MF Top Performing
0P00000ISG,0.85,11.35,-0.56,2.47,10.28,57.5,Janus Henderson Balanced I2 USD,MF Top Performing
0P00000MNK,1.25,15.58,-2.82,1.12,13.19,114.24,Vanguard U.S. 500 Stk Idx $ Acc,MF Top Performing
0P00000NMO,0.19,9.84,-6.77,-6.57,1.36,106.5,FTGF CB US Value A USD Dis(A),MF Top Performing
0P00000OB6,0.81,17.06,-5.79,1.24,5.83,91.27,Vanguard US Opportunities Ins USD Acc,MF Top Performing
0P00000OB8,0.8,17.05,-5.81,1.19,5.73,90.31,Vanguard US Opportunities Inv USD Acc,MF Top Performing
0P00000RLL,2.74,11.06,3.59,2.51,11.08,53.17,Barings ASEAN Frontiers A USD Inc,MF Top Performing
0P00000RMH,0.45,5.12,7.84,17.71,8.14,69.26,Principal European Equity A Inc USD,MF Top Performing
0P00000RMI,0.45,5.12,7.83,17.71,8.15,70.75,Principal European Equity A Acc USD,MF Top Performing
0P00000RMJ,0.44,5.17,8.05,18.21,9.11,78.53,Principal European Equity I Acc USD,MF Top Performing
0P00000RMP,0.85,11.29,-0.79,1.95,9.17,49.73,Janus Henderson Balanced A2 USD,MF Top Performing
0P00000RMS,1.02,23.52,-1.0,3.73,13.29,95.89,Janus Henderson Glb Tech&Inno B2 USD,MF Top Performing
0P00000RNC,1.25,15.58,-2.82,1.12,13.19,114.24,Vanguard US 500 Stock Index Inv USD Acc,MF Top Performing
0P00000RNM,1.46,7.42,4.46,4.34,7.75,100.51,AXA IMAllCntryAPExJpnSmCpEq QI A(US$),MF Top Performing
0P00000RNN,1.27,11.66,-0.38,3.04,11.41,93.9,AXA IM Global Equity QI A(US$),MF Top Performing
0P00000RNO,0.64,11.48,1.53,1.96,8.85,102.67,AXA IM Global Small Cap Eq QI A(US$),MF Top Performing
0P00000ROA,0.77,12.35,0.25,3.88,11.45,126.84,PineBridge Global Focus Equity Y,MF Top Performing
0P00000RPL,0.98,0.77,-11.1,-9.63,-11.08,25.53,Janus Henderson Glb Life Scn A2 USD,MF Top Performing
0P00000RPM,1.03,23.6,-0.78,4.23,14.4,105.95,Janus Henderson Glb Tech&Inno A2 USD,MF Top Performing
0P00000RQA,0.87,6.14,7.79,17.56,10.37,90.27,Vanguard European Stock Idx USD Acc,MF Top Performing
0P00000RQB,1.1,13.06,-0.61,4.06,12.52,101.45,Vanguard Global Stock Index Inv USD Acc,MF Top Performing
0P00000RQD,1.1,13.06,-0.61,4.06,12.52,101.45,Vanguard Glb Stk Idx $ Acc,MF Top Performing
0P00000T4W,1.57,6.54,0.88,-2.77,7.5,28.91,Janus Global Rel Est A USD,MF Top Performing
0P00000UJD,-0.13,2.81,0.48,2.35,7.94,28.15,PIMCO GIS US Hi Yld Bd Inv USD Acc,MF Top Performing
0P00000VK6,0.31,1.25,1.09,2.34,5.72,-1.76,PIMCO GIS Ttl Ret Bd Instl USD Acc,MF Top Performing
0P00000WAS,0.33,3.24,1.08,3.55,8.58,15.19,PIMCO GIS Em Mkts Bd Inv USD Acc,MF Top Performing
0P00000WAT,0.32,3.26,1.18,3.72,8.96,17.24,PIMCO GIS Em Mkts Bd Instl USD Acc,MF Top Performing
0P00000WBE,0.28,0.52,0.05,0.42,1.52,-1.61,PIMCO GIS Glb Rl Ret Inv USD Acc,MF Top Performing
0P00000WBF,0.26,0.52,0.09,0.57,1.86,0.04,PIMCO GIS Glb Rl Ret Instl USD Acc,MF Top Performing
0P00000WBZ,0.32,3.24,1.17,3.73,9.0,0.8,PIMCO GIS Em Mkts Bd Instl USD Inc,MF Top Performing
0P00000WUL,1.33,10.08,-0.61,12.51,10.13,14.62,Value Partners Classic B USD,MF Top Performing
0P00000X72,0.84,9.37,3.96,9.74,7.17,48.13,Emerging World Inst,MF Top Performing
0P00000XX2,-0.11,2.08,-0.17,1.58,6.36,34.28,Principal Glbl High Yield I Acc USD,MF Top Performing
0P00000YAP,1.31,8.68,2.55,6.8,9.32,31.87,JPMorgan Pacific Sec (acc) - USD,MF Top Performing
0P00000YD6,0.81,8.43,9.73,18.06,15.59,148.23,Brandes European Value A USD,MF Top Performing
0P00000YD9,0.8,8.49,9.95,18.56,16.6,158.03,Brandes European Value I USD,MF Top Performing
0P00000YDC,0.53,8.28,2.06,7.7,10.06,128.49,Brandes Global Value A USD Acc,MF Top Performing
0P00000YDF,0.54,8.33,2.28,8.1,10.63,132.15,Brandes Global Value I USD Acc,MF Top Performing
0P00000ZE0,0.27,0.5,0.04,0.5,1.69,-0.76,PIMCO GIS Global Real Return Fund H Institutional USD Accumulation,MF Top Performing
0P00000ZE7,-0.12,2.82,0.51,2.45,8.14,29.28,PIMCO GIS US High Yield Bond Fund H Institutional USD Accumulation,MF Top Performing
0P00000ZF0,0.29,1.23,1.04,2.23,5.51,-2.59,PIMCO GIS Total Return Bond Fund H Institutional USD Accumulation,MF Top Performing
0P000010HG,0.33,3.25,1.14,3.64,8.79,16.22,PIMCO GIS Emerging Markets Bond Fund H Institutional USD Accumulation,MF Top Performing
0P000010PE,0.66,7.85,12.76,18.24,11.5,88.92,Dimensional European Small Companies Fund USD Accumulation,MF Top Performing
0P000010PL,0.34,4.77,3.73,7.31,6.81,46.87,Dimensional Pacific Basin Small Companies Fund USD Accumulation,MF Top Performing
0P000011NM,0.33,1.26,1.11,2.34,5.71,-8.85,PIMCO GIS Total Return Bond Fund Institutional USD Income,MF Top Performing
0P000013EG,1.58,13.49,0.03,4.76,13.66,100.44,Jupiter Merian World Equity Fund B USD Acc,MF Top Performing
